titleType,startYear,runtimeMinutes,averageRating,numVotes,region,main_genre,secondary_genre
tvMiniSeries,2019,240,"7,4",9811,IN,Crime,Documentary
tvSeries,2022,51,"7,3",51874,IN,Action,Adventure
movie,2020,134,"6,6",4703,IN,Comedy,Drama
movie,2021,146,"7,7",22949,IN,Romance,No tiene
movie,2020,77,"7,1",26051,IN,Comedy,Drama
tvSeries,2007,12,"7,9",4665,IN,Adventure,Animation
tvSeries,2009,43,"7,6",55644,IN,Drama,Mystery
movie,2020,177,8,9386,IN,Action,Drama
tvMiniSeries,2022,519,"7,1",30177,IN,Biography,Crime
movie,2009,152,"7,8",219906,IN,Crime,Drama
movie,2020,95,"7,3",21822,IN,Comedy,Drama
tvMiniSeries,2021,545,"8,4",90768,IN,Drama,No tiene
movie,2008,100,"6,6",12875,IN,Crime,Drama
tvMiniSeries,2021,342,"7,1",17270,IN,Drama,Horror
tvSeries,2020,52,"8,8",3410,IN,Documentary,Sport
tvSeries,2009,44,"7,7",50663,IN,Drama,Mystery
movie,2020,118,"6,6",5415,IN,Crime,Drama
movie,2020,114,"6,9",3616,IN,Drama,History
movie,2008,109,"6,5",89832,IN,Comedy,Romance
movie,2022,134,"6,7",9663,IN,Drama,Romance
movie,2009,112,"7,9",696875,IN,Action,Sci-Fi
tvSeries,2009,60,"8,1",8636,IN,Drama,Sci-Fi
movie,2021,148,"7,4",17461,IN,Action,Comedy
movie,2022,172,"8,1",13735,IN,Drama,Musical
tvSeries,2021,101,"7,9",23442,IN,Comedy,Fantasy
movie,2022,149,"7,5",8249,IN,Action,Comedy
movie,2020,119,"7,8",29310,IN,Crime,Documentary
movie,2021,155,"6,8",4287,IN,Romance,No tiene
movie,2020,140,"6,8",8730,IN,Action,Crime
movie,2020,85,"7,4",21509,IN,Biography,Documentary
movie,2021,111,"7,6",16194,IN,Drama,No tiene
tvSeries,2020,111,"6,9",3430,IN,Documentary,No tiene
tvSeries,2019,50,"7,7",11529,IN,Biography,Drama
movie,2010,128,"7,2",167635,IN,Crime,Drama
movie,2020,89,"7,4",6985,IN,Biography,Documentary
movie,2020,90,"6,5",3390,IN,Biography,Crime
movie,2023,150,"8,3",5826,IN,Action,Crime
movie,2008,114,"7,9",221800,IN,Drama,Fantasy
tvSeries,2020,46,"8,2",20482,IN,Crime,Drama
tvMiniSeries,2021,288,"7,4",4293,IN,Crime,Drama
movie,2020,81,"6,8",6117,IN,Biography,Documentary
movie,2022,153,"8,4",7793,IN,Action,Drama
tvSeries,2020,60,"8,1",6655,IN,Documentary,Sport
movie,2009,93,"7,2",8399,IN,Comedy,Documentary
tvSeries,2021,30,"7,1",5744,IN,Comedy,Drama
movie,2021,140,"7,7",8364,IN,Biography,Documentary
movie,2021,104,"6,5",3395,IN,Comedy,Drama
movie,2022,145,7,29208,IN,Drama,Thriller
movie,2020,94,"7,6",86229,IN,Documentary,Drama
tvMiniSeries,2023,101,"6,8",6745,IN,Biography,Drama
movie,2022,156,"6,9",4523,IN,Action,Thriller
movie,2019,130,"8,2",4300,IN,Comedy,Crime
tvMiniSeries,2021,193,7,16708,IN,Comedy,Crime
movie,2020,125,"7,6",7171,IN,Action,Crime
movie,2022,161,"6,9",29220,IN,Action,Drama
movie,2020,99,"6,8",4991,IN,Biography,Drama
tvSeries,2021,516,"7,2",10577,IN,Drama,Horror
movie,2021,115,"6,5",38110,IN,Crime,Drama
tvMiniSeries,2022,48,"7,7",12376,IN,Drama,No tiene
movie,2009,140,7,310526,IN,Action,Biography
movie,2008,80,"7,1",19098,IN,Drama,No tiene
movie,2020,145,"6,9",3077,IN,Comedy,Drama
movie,2021,141,"6,8",7572,IN,Action,Drama
movie,2021,97,"6,7",19400,IN,Comedy,Family
tvSeries,2021,101,"6,6",3980,IN,Comedy,Crime
movie,2020,110,"6,6",4341,IN,Biography,War
movie,2008,133,"7,1",4828,IN,Drama,History
movie,2009,105,7,212346,IN,Comedy,Romance
movie,2021,92,"8,2",79674,IN,Drama,No tiene
movie,2008,94,"7,7",57446,IN,Biography,Crime
movie,2009,88,"7,6",597577,IN,Action,Comedy
tvMiniSeries,2022,300,"7,5",11966,IN,Biography,Drama
tvSeries,2021,45,"6,9",22943,IN,Adventure,Drama
movie,2021,173,"8,5",23979,IN,Action,Drama
movie,2021,158,8,22929,IN,Action,Drama
movie,2009,86,"7,5",3165,IN,Documentary,Drama
tvMiniSeries,2020,217,"7,7",7971,IN,Crime,Documentary
movie,2021,124,"8,1",7727,IN,Crime,Thriller
movie,2008,98,"6,8",4934,IN,Action,Animation
tvMiniSeries,2023,45,"7,8",3834,IN,Crime,Drama
tvSeries,2020,52,"7,3",25260,IN,Drama,Fantasy
tvSeries,2021,45,"6,9",6064,IN,Comedy,Drama
movie,2020,100,"6,9",5978,IN,Comedy,Drama
tvSeries,2021,30,"7,1",3749,IN,Action,Comedy
tvSeries,2021,90,"7,3",5847,IN,Crime,Drama
tvSeries,2020,23,"8,2",22381,IN,Adventure,Animation
tvSeries,2021,101,"7,9",18442,IN,Biography,Comedy
tvSeries,2021,101,"6,5",8799,IN,Drama,Mystery
tvSeries,2021,101,"7,7",13787,IN,Comedy,Crime
movie,2021,153,"7,8",4071,IN,Action,Drama
tvMiniSeries,2021,144,"7,1",9818,IN,Crime,Drama
movie,2010,148,"7,4",92893,IN,Drama,Romance
tvSeries,2021,30,"7,2",4692,IN,Comedy,Music
movie,2020,108,"6,9",14795,IN,Action,Comedy
movie,2020,116,"7,5",55769,IN,Action,Comedy
movie,2020,126,"6,8",3186,IN,Drama,Thriller
tvMiniSeries,2020,143,"7,6",18862,IN,Crime,Drama
movie,2021,83,"7,2",47459,IN,Action,Adventure
movie,2008,186,"7,3",64507,IN,Action,Drama
tvSeries,2009,46,"7,7",4659,IN,Crime,Drama
tvSeries,2020,23,"7,9",6006,IN,Action,Adventure
tvSeries,2022,41,"8,2",3500,IN,Action,Animation
tvSeries,2022,60,"7,1",29939,IN,Drama,Mystery
tvSeries,2021,60,"7,1",4242,IN,Drama,History
movie,2020,151,"7,5",5321,IN,Drama,No tiene
movie,2021,102,"6,6",6212,IN,Comedy,Romance
movie,2021,115,7,12539,IN,Comedy,Drama
movie,2022,97,"6,8",19803,IN,Animation,Comedy
movie,2013,161,"7,8",680972,IN,Fantasy,No tiene
movie,2022,124,"7,4",26778,IN,Drama,Romance
tvSeries,2021,101,"8,2",39417,IN,Crime,Drama
tvSeries,2022,50,8,3332,IN,Adventure,Documentary
movie,2009,128,8,34474,IN,Action,Drama
tvSeries,2021,21,"6,5",3043,IN,Comedy,No tiene
movie,2015,101,7,104768,IN,Comedy,Drama
movie,2009,111,"6,9",69053,IN,Drama,Sport
movie,2008,92,7,136373,IN,Action,Crime
tvSeries,2022,120,"7,6",7326,IN,Crime,Drama
movie,2022,108,"6,6",6977,IN,Adventure,No tiene
movie,2021,112,"7,1",18019,IN,Biography,Drama
movie,2023,151,"7,4",8895,IN,Action,Crime
movie,2020,124,"8,9",3362,IN,Drama,No tiene
tvSeries,2022,55,"7,9",98967,IN,Action,Drama
tvSeries,2021,60,"7,6",5104,IN,Crime,Drama
tvSeries,2022,60,"8,1",6716,IN,Crime,Drama
movie,2009,98,7,54445,IN,Adventure,Comedy
tvSeries,2020,84,"8,8",6501,IN,Comedy,Drama
tvMiniSeries,2022,51,"7,8",24975,IN,Drama,Western
movie,2022,131,"7,9",11767,IN,Comedy,Drama
movie,2023,153,"8,5",5988,IN,Drama,No tiene
movie,2021,167,"6,9",19146,IN,Action,Drama
movie,2021,146,"7,9",4662,IN,Crime,Drama
movie,2021,127,"7,5",27456,IN,Drama,No tiene
tvSeries,2008,420,"8,2",10086,IN,Drama,Mystery
tvSeries,2008,90,"7,8",15843,IN,Crime,Drama
tvMovie,2021,118,"6,6",5018,IN,Drama,History
tvSeries,2020,60,"6,8",23991,IN,Crime,Drama
movie,2016,103,"7,2",341184,IN,Drama,Horror
movie,2008,169,"8,2",13623,IN,Action,Drama
tvSeries,2021,30,"7,4",13073,IN,Comedy,Fantasy
movie,2021,138,"7,2",9737,IN,Action,Adventure
movie,2022,114,"7,7",214439,IN,Comedy,Drama
tvSeries,2009,42,"6,8",8343,IN,Crime,Drama
tvSeries,2021,30,"8,2",33902,IN,Comedy,Drama
tvMiniSeries,2020,331,"8,1",12660,IN,Crime,Documentary
tvSeries,2020,45,"7,5",83486,IN,Biography,Crime
movie,2009,97,"7,8",367467,IN,Drama,Mystery
tvSeries,2021,30,"7,3",10426,IN,Comedy,Drama
movie,2008,110,"6,9",18562,IN,Action,Drama
tvSeries,2021,30,"7,2",18020,IN,Comedy,Drama
tvMiniSeries,2022,60,"7,3",6699,IN,Biography,Drama
movie,2009,104,"6,6",20619,IN,Drama,Thriller
tvSeries,2011,44,"7,2",29430,IN,Action,Drama
movie,2001,180,"7,8",4219,IN,Drama,Romance
movie,2012,144,"7,9",14040,IN,Biography,Documentary
movie,2009,95,"7,3",3305,IN,Crime,Drama
tvSeries,2022,58,7,18903,IN,Action,Drama
tvSeries,2020,49,"8,6",35206,IN,Action,Crime
movie,2009,99,"7,1",35266,IN,Comedy,Drama
movie,2009,127,"7,1",71554,IN,Adventure,Biography
movie,2009,170,"8,4",412645,IN,Comedy,Drama
movie,2009,99,"6,9",122443,IN,Fantasy,Mystery
movie,2020,105,"8,2",4929,IN,Documentary,Music
movie,2009,108,"6,7",155222,IN,Action,Horror
movie,2010,165,"7,9",111202,IN,Adventure,Drama
movie,2011,120,"7,6",159070,IN,Drama,Horror
movie,2022,89,"7,4",12555,IN,Documentary,No tiene
movie,2011,118,"7,3",245073,IN,Crime,Drama
movie,2022,117,"6,6",21977,IN,Crime,Drama
tvSeries,2022,35,"7,4",9656,IN,Comedy,Mystery
tvSeries,2022,57,"7,4",11549,IN,Crime,Drama
tvSeries,2019,45,"8,6",6554,IN,Documentary,Reality-TV
movie,2008,125,"7,8",69490,IN,Action,Crime
movie,2020,103,"7,6",11847,IN,Crime,Documentary
movie,2023,130,"6,5",3647,IN,Action,Crime
tvSeries,2019,60,"8,7",561510,IN,Action,Comedy
tvSeries,2009,27,"7,8",28402,IN,Comedy,Drama
movie,2009,161,"7,2",84429,IN,Drama,Fantasy
movie,2008,161,"7,4",6345,IN,Action,Comedy
tvSeries,2008,22,"7,3",12344,IN,Action,Adventure
movie,2011,107,"7,2",279974,IN,Action,Adventure
movie,2009,109,"7,4",342807,IN,Comedy,Drama
movie,2022,147,7,19974,IN,Comedy,Crime
tvSeries,2020,37,"6,8",10278,IN,Drama,Thriller
movie,2012,135,"6,6",309253,IN,Action,Adventure
movie,2009,103,7,23678,IN,Drama,Mystery
tvSeries,2021,341,"7,1",14423,IN,Biography,Comedy
tvSeries,2022,30,"7,6",10332,IN,Comedy,No tiene
movie,2021,134,"6,6",3347,IN,Drama,Horror
movie,2021,151,"8,3",7692,IN,Crime,Drama
movie,2020,104,"6,7",12136,IN,Adventure,Animation
tvSeries,2020,22,"6,8",4684,IN,Documentary,History
tvSeries,2021,40,"7,4",9097,IN,Crime,Drama
tvSeries,2020,61,"7,1",3403,IN,Crime,Documentary
tvSeries,2008,43,"8,2",191896,IN,Crime,Drama
movie,2009,109,"7,4",307764,IN,Action,Crime
movie,2022,107,"6,8",28280,IN,Comedy,Music
tvSeries,2022,101,7,3269,IN,Adventure,Animation
tvSeries,2021,101,7,3975,IN,Crime,Drama
tvMiniSeries,2022,60,"7,2",6498,IN,Adventure,Drama
movie,2020,83,"8,9",33334,IN,Biography,Documentary
tvSeries,2008,45,"7,9",84562,IN,Adventure,Drama
movie,2022,114,"6,6",7636,IN,Biography,Drama
movie,2020,94,7,4628,IN,Crime,Documentary
tvSeries,2022,335,"6,8",7632,IN,Drama,Romance
movie,2022,112,"6,7",73877,IN,Action,Comedy
tvMiniSeries,2022,427,"7,3",18077,IN,Biography,Drama
tvSeries,2021,60,"6,8",6821,IN,Crime,Drama
movie,2022,148,7,28033,IN,Action,Crime
movie,2011,130,"8,1",904830,IN,Adventure,Family
tvSeries,2020,50,"7,7",4145,IN,Comedy,Drama
movie,2013,105,"6,6",134576,IN,Comedy,Drama
movie,2008,116,"8,1",791855,IN,Drama,No tiene
tvSeries,2020,23,"7,6",6483,IN,Action,Adventure
tvSeries,2021,25,"8,4",8794,IN,Adventure,Animation
movie,2013,116,"6,7",120903,IN,Action,Crime
tvSeries,2020,12,"8,5",11474,IN,Animation,Comedy
movie,2009,100,"6,6",3935,IN,Drama,Mystery
movie,2009,132,"6,7",65182,IN,Action,Crime
movie,2011,133,"7,6",442106,IN,Biography,Drama
tvMiniSeries,2017,60,"7,4",3253,IN,Action,Biography
movie,2013,115,"6,7",250492,IN,Action,Thriller
movie,2016,141,"6,6",94945,IN,Adventure,Biography
movie,2012,116,"7,2",247660,IN,Biography,Crime
movie,2018,141,"7,3",194413,IN,Biography,Drama
movie,2013,109,"6,9",290113,IN,Action,Comedy
tvSeries,2008,24,"7,8",13715,IN,Action,Adventure
movie,2022,97,"6,7",30426,IN,Comedy,Music
movie,2009,129,"7,7",67958,IN,Crime,Drama
movie,2012,93,"7,1",425459,IN,Adventure,Animation
tvSeries,2009,43,"8,1",167945,IN,Comedy,Crime
movie,2011,105,"7,4",591273,IN,Sci-Fi,Thriller
movie,2022,144,"6,6",17465,IN,Biography,Drama
tvSeries,2021,101,"8,2",19418,IN,Crime,Mystery
tvSeries,2022,26,7,4595,IN,Animation,Comedy
tvSeries,2008,25,"8,4",91018,IN,Comedy,No tiene
movie,2008,106,8,228989,IN,Action,Biography
movie,2008,133,"6,9",3317,IN,Comedy,Drama
tvSeries,2021,150,"6,6",26661,IN,Crime,Drama
movie,2009,103,"6,7",6107,IN,Drama,Mystery
movie,2022,147,"7,8",61548,IN,Action,Adventure
movie,2009,120,7,23325,IN,Drama,Romance
movie,2010,117,"6,6",96716,IN,Action,Drama
movie,2010,113,"6,8",70866,IN,Drama,Thriller
movie,2018,120,"7,3",87721,IN,Biography,Drama
movie,2010,124,"6,9",840172,IN,Action,Sci-Fi
movie,2010,116,"7,1",124648,IN,Drama,Fantasy
movie,2011,132,"7,4",503753,IN,Action,Adventure
tvSeries,2009,30,"7,2",22608,IN,Comedy,Drama
movie,2021,120,"7,1",3147,IN,Crime,Drama
movie,2008,145,"7,7",22571,IN,Drama,Music
movie,2017,119,"6,6",8432,IN,Biography,Drama
movie,2010,157,"7,3",22147,IN,Action,Crime
tvMiniSeries,2022,362,"7,4",12115,IN,Action,Comedy
tvMiniSeries,2020,227,"7,1",26489,IN,Crime,Documentary
movie,2010,95,"6,5",351040,IN,Comedy,Drama
tvSeries,2009,40,"7,4",26991,IN,Drama,Horror
tvSeries,2022,52,"8,2",41445,IN,Action,Adventure
movie,2009,123,"7,3",63874,IN,Drama,No tiene
movie,2012,109,"7,2",577083,IN,Action,Comedy
tvSeries,2020,24,"8,5",74340,IN,Action,Adventure
tvSeries,2009,43,8,123740,IN,Crime,Drama
movie,2009,155,"7,8",100380,IN,Crime,Drama
movie,2010,98,"6,7",39336,IN,Action,Comedy
movie,2021,152,"8,4",39192,IN,Crime,Drama
movie,2021,242,8,416444,IN,Action,Adventure
tvSeries,2020,22,"8,5",7746,IN,Comedy,Drama
movie,2022,130,"6,9",5348,IN,Biography,Drama
tvSeries,2020,54,"9,3",149083,IN,Biography,Crime
movie,2020,94,"6,5",13105,IN,Drama,Horror
tvSeries,2020,46,"7,6",18177,IN,Drama,Thriller
tvSeries,2020,45,8,73421,IN,Drama,Fantasy
movie,2008,99,"7,6",11444,IN,Action,Crime
movie,2022,122,"6,5",76438,IN,Action,Adventure
movie,2009,75,7,3678,IN,Documentary,No tiene
movie,2020,122,"8,5",11097,IN,Action,Adventure
movie,2009,113,"7,6",69333,IN,Action,Crime
movie,2011,112,"7,5",161392,IN,Drama,Mystery
movie,2023,117,"7,1",3154,IN,Crime,Drama
movie,2020,106,"6,6",3499,IN,Drama,No tiene
movie,2010,107,"7,2",45137,IN,Biography,Crime
tvSeries,2020,51,"7,8",14855,IN,Action,Crime
movie,2013,107,"6,6",423675,IN,Comedy,Fantasy
movie,2010,111,7,316241,IN,Action,Comedy
movie,2022,163,"7,6",16807,IN,Action,Drama
movie,2022,139,"7,3",43836,IN,Crime,Drama
movie,2009,105,"6,8",38032,IN,Comedy,Crime
tvSeries,2022,35,"8,1",3954,IN,Comedy,Drama
movie,2021,117,"6,6",72463,IN,Biography,Drama
tvSeries,2020,30,"6,5",8619,IN,Drama,Mystery
tvSeries,2009,28,"7,9",34083,IN,Comedy,Crime
movie,2010,131,"8,3",185349,IN,Drama,Mystery
movie,2020,149,"7,2",18951,IN,Crime,Drama
movie,2021,106,7,6245,IN,Comedy,Drama
movie,2023,116,"6,7",22931,IN,Crime,Drama
movie,2022,145,"6,9",5150,IN,Biography,Drama
tvSeries,2008,60,"7,5",8813,IN,Drama,Sci-Fi
movie,2009,101,"6,8",120602,IN,Crime,Horror
tvSeries,2020,40,8,7693,IN,Documentary,History
tvMiniSeries,2020,156,"7,1",7999,IN,Crime,Documentary
tvSeries,2022,24,"8,3",61190,IN,Action,Adventure
movie,2022,127,"7,3",367547,IN,Action,Comedy
movie,2018,140,7,118240,IN,Action,Crime
movie,2009,140,8,15466,IN,Crime,Drama
tvSeries,2022,35,"7,2",14469,IN,Comedy,Crime
movie,2021,123,"7,1",32993,IN,Drama,No tiene
movie,2021,120,7,4835,IN,Fantasy,Mystery
tvSeries,2021,55,"7,4",4612,IN,Drama,Romance
tvSeries,2009,22,"8,6",272343,IN,Comedy,No tiene
movie,2009,98,"7,1",37945,IN,Biography,Drama
tvMiniSeries,2022,473,"7,3",5502,IN,Biography,Crime
movie,2008,134,"7,7",6477,IN,Drama,No tiene
movie,2023,121,"7,1",7089,IN,Action,Adventure
tvSeries,2021,58,"6,7",41791,IN,Action,Adventure
movie,2020,98,"7,7",6537,IN,Drama,Mystery
tvSeries,2021,42,"7,7",8670,IN,Crime,Drama
movie,2021,130,"7,3",46339,IN,Drama,No tiene
movie,2010,99,"7,8",9268,IN,Documentary,No tiene
tvSeries,2021,21,"6,6",4637,IN,Comedy,Drama
tvMiniSeries,2021,296,"8,1",25500,IN,Drama,No tiene
movie,2021,130,"6,7",3858,IN,Action,Thriller
tvSeries,2020,120,"7,8",3003,IN,Drama,No tiene
tvSeries,2007,28,"8,3",6009,IN,Comedy,No tiene
movie,2018,112,"6,6",509265,IN,Action,Adventure
tvSeries,2021,101,"7,8",44620,IN,Action,Adventure
movie,2021,105,7,7889,IN,Comedy,Drama
tvSeries,2021,101,"8,7",29261,IN,Drama,Thriller
movie,2022,98,"6,5",14838,IN,Comedy,Crime
movie,2013,109,"6,7",219410,IN,Action,Thriller
movie,2021,99,"7,2",30723,IN,Action,Drama
movie,2020,87,"6,8",4764,IN,Animation,Drama
movie,2009,130,"7,4",17667,IN,Action,Crime
tvMiniSeries,2022,268,7,33077,IN,Drama,Thriller
movie,2020,57,"6,5",34371,IN,Horror,Mystery
movie,2023,118,"7,4",57359,IN,Biography,Drama
movie,2022,108,"6,6",3492,IN,Biography,Drama
movie,2009,128,"6,8",16600,IN,Comedy,Drama
tvSeries,2022,30,8,9644,IN,Comedy,Drama
tvMiniSeries,2020,252,"7,4",8525,IN,Documentary,History
tvSeries,2021,60,"7,2",3585,IN,Crime,Drama
movie,2012,119,"7,4",588361,IN,Action,Drama
tvSeries,2022,49,"6,5",9168,IN,Action,Drama
movie,2020,108,"6,8",5658,IN,Action,Crime
movie,2012,137,"7,5",49064,IN,Biography,Drama
movie,2012,95,"6,8",189692,IN,Adventure,Animation
tvMovie,2010,107,"8,2",31289,IN,Biography,Drama
movie,2022,87,"6,5",13106,IN,Comedy,Horror
movie,2021,98,"7,3",81557,IN,Biography,Drama
movie,2020,131,"6,8",7941,IN,Action,Crime
tvSeries,2010,55,"8,3",15372,IN,Drama,Music
movie,2021,95,"7,4",175545,IN,Adventure,Animation
movie,2008,104,"8,1",80391,IN,Action,Crime
tvSeries,2009,60,"7,5",20438,IN,Comedy,Drama
tvSeries,2021,50,"7,8",62473,IN,Action,Adventure
movie,2010,92,7,403123,IN,Comedy,Drama
tvSeries,2020,519,"8,2",4790,IN,Adventure,Documentary
tvSeries,2020,23,8,3211,IN,Animation,Crime
movie,2021,136,"6,5",27263,IN,Action,Adventure
movie,2010,120,"7,8",726115,IN,Biography,Drama
movie,2011,148,7,55408,IN,Action,Crime
tvMiniSeries,2008,141,"7,6",20376,IN,Comedy,Drama
tvSeries,2009,43,"7,6",51966,IN,Drama,Sci-Fi
movie,2021,129,"6,8",6066,IN,Drama,Horror
tvSeries,2008,90,"7,6",14157,IN,Drama,Romance
tvSeries,2020,80,8,12384,IN,Comedy,Drama
movie,2020,99,"7,6",6416,IN,Animation,Drama
movie,2013,91,"6,5",188715,IN,Horror,No tiene
movie,2008,113,"7,8",6456,IN,Comedy,Drama
tvSeries,2021,60,"7,5",8134,IN,Crime,Drama
movie,2020,85,"8,1",58905,IN,Documentary,No tiene
movie,2018,124,"7,3",49525,IN,Drama,Romance
movie,2009,103,"7,2",89672,IN,Action,Crime
tvSeries,2022,217,"8,3",3659,IN,Biography,Comedy
movie,2010,163,"7,1",18312,IN,Crime,Drama
movie,2017,119,"6,8",11401,IN,Drama,Mystery
movie,2013,118,7,44566,IN,Biography,Drama
movie,2011,140,"8,1",483208,IN,Action,Drama
tvSeries,2020,59,"7,9",3307,IN,Biography,Crime
tvSeries,2023,101,"6,5",5881,IN,Drama,Horror
movie,2008,125,"7,7",17873,IN,Action,Comedy
tvSeries,2021,50,"7,8",26286,IN,Action,Crime
movie,2010,93,"6,5",49834,IN,Drama,Romance
tvSeries,2010,60,"7,6",4366,IN,Comedy,Crime
tvSeries,2021,150,"8,4",4170,IN,Drama,No tiene
movie,2011,94,"6,6",10285,IN,Adventure,Drama
movie,2011,137,"6,6",543552,IN,Action,Adventure
movie,2020,83,"7,2",30609,IN,Crime,Documentary
tvSeries,2010,30,"7,9",15966,IN,Comedy,Drama
tvSeries,2009,42,"8,5",27927,IN,Crime,Drama
tvMiniSeries,2021,188,"6,9",6035,IN,Biography,Crime
tvSeries,2021,30,"7,1",5487,IN,Comedy,No tiene
movie,2009,92,7,4598,IN,Documentary,History
tvSeries,2022,49,"6,7",5263,IN,Drama,No tiene
tvSeries,2022,45,"6,8",4186,IN,Drama,Thriller
movie,2019,209,"7,8",406199,IN,Biography,Crime
movie,2022,144,"7,5",14470,IN,Action,Crime
tvSeries,2021,50,"8,2",6918,IN,Action,Crime
movie,2022,128,"7,7",24485,IN,Drama,Thriller
movie,2021,96,"6,6",12963,IN,Drama,No tiene
tvSeries,2021,44,"7,1",3807,IN,Comedy,Drama
movie,2022,129,"7,2",12377,IN,Comedy,Crime
movie,2010,155,"7,1",28785,IN,Action,Sci-Fi
movie,2009,129,"8,2",214878,IN,Drama,Mystery
tvSeries,2010,11,"8,6",102411,IN,Action,Adventure
movie,2020,79,"7,3",7056,IN,Documentary,Music
movie,2021,116,"7,1",11644,IN,Comedy,Drama
movie,2011,100,"7,6",336640,IN,Comedy,Drama
movie,2012,101,"6,7",117020,IN,Adventure,Comedy
tvSeries,2022,101,7,7234,IN,Drama,Mystery
tvSeries,2009,42,"6,8",57670,IN,Drama,Sci-Fi
tvSeries,2021,60,"8,3",3262,IN,Documentary,Sport
movie,2021,108,"7,1",10928,IN,Comedy,Drama
movie,2020,100,"7,4",3992,IN,Documentary,No tiene
movie,2020,140,"8,2",5965,IN,Drama,No tiene
tvSeries,2021,60,"6,9",3916,IN,Drama,Mystery
movie,2021,113,"6,9",24914,IN,Action,Comedy
tvMiniSeries,2022,586,"8,6",33650,IN,Biography,Drama
tvSeries,2019,60,"7,9",259400,IN,Action,Adventure
tvMiniSeries,2021,101,8,4007,IN,Adventure,Animation
movie,2022,132,"6,8",15585,IN,Action,Crime
movie,2010,113,"7,2",59045,IN,Crime,Drama
movie,2023,129,"7,3",41991,IN,Action,Drama
movie,2022,160,"7,1",21464,IN,Action,Crime
tvSeries,2021,59,"8,2",22846,IN,Crime,Drama
movie,2022,113,"6,5",18898,IN,Drama,Romance
movie,2020,95,"6,6",146685,IN,Comedy,No tiene
tvSeries,2022,40,"8,3",122789,IN,Action,Adventure
movie,2020,113,"7,2",6854,IN,Documentary,History
movie,2010,99,"6,6",5054,IN,Comedy,Drama
tvMiniSeries,2023,101,7,10984,IN,Action,Adventure
movie,2009,84,"6,6",42550,IN,Crime,Horror
movie,2011,155,"7,7",18572,IN,Drama,No tiene
movie,2011,105,"7,6",541926,IN,Action,Drama
tvSeries,2022,45,"7,5",5727,IN,Drama,Mystery
tvSeries,2021,24,"7,9",20951,IN,Action,Animation
tvSeries,2009,42,"7,1",21989,IN,Comedy,Drama
tvSeries,2008,45,"7,3",9869,IN,Documentary,History
movie,2021,73,"7,4",15046,IN,Drama,Fantasy
movie,2021,113,"7,8",10312,IN,Crime,Drama
tvSeries,2020,36,8,6964,IN,Drama,No tiene
movie,2021,116,"6,8",15747,IN,Drama,Romance
tvSeries,2022,60,"7,2",5304,IN,Biography,Drama
movie,2008,113,"6,8",21569,IN,Drama,Romance
movie,2022,154,7,17881,IN,Drama,Mystery
movie,2010,95,"7,6",563033,IN,Adventure,Animation
movie,2023,105,"8,4",3422,IN,Drama,Romance
movie,2009,138,"7,6",32644,IN,Comedy,Drama
movie,2020,135,"7,5",3829,IN,Comedy,Drama
movie,2022,121,"7,2",3102,IN,Action,Comedy
tvSeries,2021,23,"7,4",3567,IN,Action,Animation
movie,2009,144,"7,9",31471,IN,Comedy,Drama
movie,2022,90,"6,7",6961,IN,Comedy,Drama
tvSeries,2020,70,"7,4",4325,IN,Drama,Romance
tvSeries,2020,65,8,8089,IN,Action,Fantasy
tvSeries,2020,70,8,10298,IN,Comedy,Drama
movie,2022,155,"6,5",3347,IN,Drama,Thriller
movie,2013,132,"7,2",117656,IN,Biography,Drama
tvSeries,2009,44,"6,8",152057,IN,Comedy,Drama
tvSeries,2021,44,"7,2",4055,IN,Action,Crime
movie,2009,153,"6,8",11872,IN,Crime,Drama
tvSeries,2021,24,"8,4",14324,IN,Action,Adventure
movie,2021,100,"8,2",9265,IN,Comedy,Drama
tvSeries,2021,85,"8,1",11203,IN,Crime,Drama
tvSeries,2022,60,"6,5",28274,IN,Drama,Horror
tvSeries,2020,20,"7,9",6932,IN,Comedy,No tiene
tvSeries,2022,45,"7,1",6217,IN,Comedy,Drama
tvSeries,2022,45,7,9526,IN,Drama,History
tvSeries,2021,55,"7,8",10266,IN,Drama,No tiene
tvSeries,2009,45,"7,5",10282,IN,Drama,Sport
movie,2022,117,"6,7",26628,IN,Adventure,Comedy
tvSeries,2010,43,"6,8",8634,IN,Drama,Mystery
movie,2010,103,"7,1",149454,IN,Drama,Romance
movie,2010,93,"6,7",27757,IN,Comedy,Crime
movie,2023,96,"6,7",89394,IN,Horror,No tiene
movie,2021,155,"7,7",14311,IN,Drama,Romance
tvSeries,2021,25,"6,5",3657,IN,Action,Animation
movie,2022,97,"7,2",30790,IN,Comedy,Drama
movie,2020,100,"6,7",5035,IN,Comedy,Drama
tvSeries,2021,16,"7,3",5448,IN,Action,Animation
tvSeries,2022,55,"7,4",20625,IN,Adventure,Drama
tvSeries,2022,60,"7,3",54085,IN,Drama,Horror
tvSeries,2023,101,7,5783,IN,Comedy,Romance
tvSeries,2021,101,7,3510,IN,Crime,Drama
movie,2020,126,"7,4",3577,IN,Crime,Drama
movie,2022,103,"6,7",3105,IN,Drama,Fantasy
movie,2022,162,"8,3",14840,IN,Crime,Drama
tvMiniSeries,2020,30,"7,6",3130,IN,Drama,Romance
movie,2010,118,"7,6",40855,IN,Drama,Romance
movie,2008,85,"6,5",4240,IN,Action,Adventure
